หลักการหาวัยจรใหญ่
,วัยจรใหญ่ หมายถึง เส้นทางชีวิตตั้งแต่เกิดจนกระทั่งเสียชีวิต ซึ่งวัยจรใหญ่แต่ละช่วงจะมีผลกระทบต่อดวงชะตา ว่าช่วงใดมีปัญหาอุปสรรค หรือ ประสบความสำเร็จ ฉะนั้น แม้นว่าดวงชะตาของบุคคลนั้นจะดี แต่ถ้าวัยจรไม่ดี ก็ทำให้มีอุปสรรค หรือ วัยจรใหญ่ดี แต่ปีจรในวัยจรไม่ดี ทำให้วัยจรเสียหาย ก็ทำให้มีอุปสรรคเช่นกัน วัยจรใหญ่ จะแบ่งเป็นหลักคู่ คู่ละ 10 ปี (ราศีบน 5 ปี ราศีล่าง 5 ปี )จะเริ่มต้นจาก ด้านขวาแล้วไปด้านซ้าย
""
""
""
""
""
1.0,วัยจรใหญ่ เดินหน้าจากหลักเดือน,,,,,,,,,,,,
,ผู้ชาย,เกิดปี,甲,丙,戊,庚,壬,วัยจรจะเดินหน้าจากหลักเดือนเกิด,,,,,
,ผู้ชาย,เกิดปี,乙,丁,己,辛,癸,วัยจรจะเดินถอยหลังจากหลักเดือนเกิด,,,,,
,ผู้หญิง,เกิดปี,甲,丙,戊,庚,壬,วัยจรจะเดินถอยหลังจากหลักเดือนเกิด,,,,,
,ผู้หญิง,เกิดปี,乙,丁,己,辛,癸,วัยจรจะเดินหน้าจากหลักเดือนเกิด,,,,,
,,,,,,,,,,,,,
2.0,การเดินวัยจรใหญ่นั้น ให้เริ่มต้นจากหลักเดือนของดวงจีนของคนคนนั้น เสมอ ไม่ว่าจะเดินหน้า หรือ ถอยหลัง,,,,,,,,,,,,
,,,,,,,,,,,,,
3.0,การหาอายุของวัยจรใหญ่,,,,,,,,,,,,
,เริ่มนับจากวันที่เกิด  แล้ว เดินหน้า หรือ ถอยหลัง ไปวันเปลี่ยนสารทใหญ่ นับได้กี่วัน แล้ว หาร 3 ก็จะได้วัยจรใหญ่ โดยเริ่มอายุวัยจรใหญ่อันดับแรก (ราศีบน 5 ปี) และ (ราศีล่าง 5 ปี),,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,ถ้าเหลือ เศษ 1 จะเท่ากับ 120 วัน,,,,,,,,,,,,
,ถ้าเหลือ เศษ 2 จะเท่ากับ 240 วัน,,,,,,,,,,,,
,,,,,,,,,,,,,
,ในรอบ 1 ปี ของปฏิทินจีน นั้น จะมีการแบ่งสารทออกเป็นทั้งหมด 2 ประเภท ดังนี่,,,,,,,,,,,,
,สารทใหญ่ มีทั้งหมด 12 สารท (ต้นเดือน),,,,,,,,,,,,
,สารทเล็ก มีทั้งหมด 12 สารท (กลางเดือน),,,,,,,,,,,,
,,,,,,,,,,,,,
,ฤดูกาล,24 สารท,วันที่เริ่มต้น,,,วันที่สิ้นสุด,,เดือน,,,,,
,ใบไม้ผลิ,ลิบชุง,5.0,กุมภาพันธ์,ถึง,20.0,กุมภาพันธ์,寅,,,,,
,,โห่วจุ้ย,21.0,กุมภาพันธ์,ถึง,5.0,มีนาคม,,,,,,
,,เก็งเต็ก,6.0,มีนาคม,ถึง,21.0,มีนาคม,卯,,,,,
,,ชุงฮุง,22.0,มีนาคม,ถึง,4.0,เมษายน,,,,,,
,,เชงเม้ง,5.0,เมษายน,ถึง,20.0,เมษายน,辰,,,,,
,,ก๊กอู๋,21.0,เมษายน,ถึง,4.0,พฤษภาคม,,,,,,
,ร้อน,ลิบแห่,5.0,พฤษภาคม,ถึง,20.0,พฤษภาคม,巳,,,,,
,,เสียวมั่ว,21.0,พฤษภาคม,ถึง,5.0,มิถุนายน,,,,,,
,,หมั่งเจง,6.0,มิถุนายน,ถึง,20.0,มิถุนายน,午,,,,,
,,แห่จี่,21.0,มิถุนายน,ถึง,6.0,กรกฎาคม,,,,,,
,,เสียวซู่,7.0,กรกฎาคม,ถึง,22.0,กรกฎาคม,未,,,,,
,,ไต่ซู่,23.0,กรกฎาคม,ถึง,7.0,สิงหาคม,,,,,,
,ใบไม้ร่วง,ลิบชิว,8.0,สิงหาคม,ถึง,22.0,สิงหาคม,申,,,,,
,,ชู้ซู่,23.0,สิงหาคม,ถึง,7.0,กันยายน,,,,,,
,,แปะโหล่ว,8.0,กันยายน,ถึง,23.0,กันยายน,酉,,,,,
